1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,is_pc,is_mobile,is_tablet,is_touch_capable,is_bot,browser,browser_version,os,os_version,device,target_user
181,212,274,305,137,178,344,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
241,194,182,334,149,184,228,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
188,196,176,207,119,185,470,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
186,192,199,235,130,172,288,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
167,174,175,215,139,141,717,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
186,193,162,233,130,164,286,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
162,185,157,991,157,195,649,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
209,187,186,255,124,163,266,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
243,201,379,465,160,232,383,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
177,181,180,215,146,143,434,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
158,184,158,229,125,165,449,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
187,269,135,726,477,138,170,466,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
170,219,149,243,127,196,312,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
220,182,205,190,136,178,271,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
290,232,215,189,141,159,795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
187,210,177,212,127,159,532,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
229,192,204,248,131,230,467,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
280,266,372,343,128,178,890,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
191,170,181,188,110,178,277,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
198,195,217,216,132,186,309,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
217,172,158,234,138,180,294,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
243,348,238,440,140,194,363,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
258,720,137,252,853,556,896,120,168,251,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
248,271,244,1360,143,196,572,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
180,218,191,214,130,182,809,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
189,181,209,733,132,169,378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
201,172,201,251,111,173,253,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
202,186,224,384,129,188,279,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
191,238,233,393,147,184,291,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
215,228,173,271,130,176,295,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
198,202,195,402,133,176,242,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
215,206,223,267,127,194,317,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
182,297,231,204,131,185,224,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
282,201,189,411,146,209,258,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
190,191,182,421,127,203,204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
194,191,163,306,131,208,304,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
200,201,241,286,141,194,603,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
211,282,187,241,113,190,354,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
515,338,218,220,127,235,415,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
182,200,166,272,116,181,330,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
190,204,192,254,117,194,346,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
187,238,190,202,121,169,267,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
191,196,216,219,140,261,293,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
199,198,169,237,112,188,305,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
161,174,170,160,123,152,251,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
161,183,173,185,122,163,321,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
169,176,162,178,106,149,342,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
208,177,205,215,125,158,274,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
197,172,176,670,121,197,337,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
205,176,179,217,134,152,254,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
166,193,167,605,243,248,291,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
192,192,207,234,128,176,298,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
368,511,184,148,206,126,232,266,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
368,511,184,148,206,126,232,266,409,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
228,238,165,198,116,176,220,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
224,183,160,197,113,165,232,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
213,247,382,83,945,329,210,173,385,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
200,172,203,203,127,186,216,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
217,206,180,208,130,191,228,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
183,182,161,194,123,183,217,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
173,196,197,197,104,157,243,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
191,188,155,209,137,161,209,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
192,167,171,188,127,181,232,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
218,181,176,212,132,192,195,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
191,168,200,307,136,231,227,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
187,174,183,220,139,197,204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
184,170,180,201,128,175,210,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
173,170,167,184,127,190,205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
191,179,206,235,126,216,189,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
178,186,158,199,129,182,193,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
161,174,162,196,121,168,182,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
210,165,193,185,145,250,351,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
191,173,178,331,380,220,273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
199,163,190,248,119,195,236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
185,171,190,198,126,174,289,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
275,216,195,241,143,254,239,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
514,219,196,230,131,200,250,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
185,173,172,224,135,188,204,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
168,165,190,219,140,170,219,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
171,209,198,230,124,193,280,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
195,177,202,217,122,207,188,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
502,209,204,201,145,191,273,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
172,185,185,220,134,192,211,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
213,215,280,250,123,188,241,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
165,196,184,224,142,237,236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
202,219,182,219,131,195,209,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
166,191,194,202,128,290,277,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
170,215,194,215,138,198,213,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
197,186,217,292,157,261,239,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
179,187,176,218,134,182,185,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
169,188,176,192,120,197,171,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
177,198,181,234,139,193,211,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
187,174,196,192,123,181,248,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
155,165,168,185,131,171,213,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
182,173,175,227,126,195,206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
177,217,236,242,139,203,228,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
211,209,246,244,157,211,221,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
198,202,182,224,147,202,206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
172,195,178,232,140,190,175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
174,192,186,227,152,217,186,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
176,188,197,232,157,219,194,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
521,231,199,216,155,213,237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
194,214,200,244,159,199,235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
196,216,234,230,144,193,234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
201,206,217,269,144,233,527,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
192,184,198,198,137,199,201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
179,188,168,202,133,173,216,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
172,194,175,197,143,190,194,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
195,177,191,240,140,209,249,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
177,179,168,189,123,161,334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
187,185,183,214,153,187,217,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
168,174,184,208,137,192,230,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
162,176,173,218,171,222,359,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,86,42,10,43,1
